-1.07288360595852E-08;637552811903730370
-1.07288360595852E-08;637552811903749738
-1.07288360595852E-08;637552811903769834
-1.07288360595852E-08;637552811903789502
-1.07288360595852E-08;637552811903810590
-1.07288360595852E-08;637552811903830296
-1.07288360595852E-08;637552811903850320
-1.07288360595852E-08;637552811903869822
-1.07288360595852E-08;637552811903888016
-1.07288360595852E-08;637552811903908062
-1.07288360595852E-08;637552811903908062
-1.07288360595852E-08;637552811903930088
-1.07288360595852E-08;637552811903949644
-1.07288360595852E-08;637552811903969652
-1.07288360595852E-08;637552811903988020
-1.07288360595852E-08;637552811904007892
-1.07288360595852E-08;637552811904028058
-1.07288360595852E-08;637552811904047950
-1.07288360595852E-08;637552811904069684
-1.07288360595852E-08;637552811904088040
-1.07288360595852E-08;637552811904108004
-1.07288360595852E-08;637552811904130020
-1.07288360595852E-08;637552811904149724
-1.07288360595852E-08;637552811904169674
-1.07288360595852E-08;637552811904188022
-1.07288360595852E-08;637552811904207932
-1.07288360595852E-08;637552811904227852
-1.07288360595852E-08;637552811904247958
-1.07288360595852E-08;637552811904268160
-1.07288360595852E-08;637552811904288152
-1.07288360595852E-08;637552811904308150
-1.07288360595852E-08;637552811904330310
-1.07288360595852E-08;637552811904349718
-1.07288360595852E-08;637552811904369728
-1.07288360595852E-08;637552811904389798
-1.07288360595852E-08;637552811904407924
-1.07288360595852E-08;637552811904427896
-1.07288360595852E-08;637552811904447956
-1.07288360595852E-08;637552811904468008
-1.07288360595852E-08;637552811904487910
-1.07288360595852E-08;637552811904507968
-1.07288360595852E-08;637552811904530018
-1.07288360595852E-08;637552811904549742
-1.07288360595852E-08;637552811904569588
-1.07288360595852E-08;637552811904588048
-1.07288360595852E-08;637552811904607924
-1.07288360595852E-08;637552811904628028
-1.07288360595852E-08;637552811904647834
-1.07288360595852E-08;637552811904667968
-1.07288360595852E-08;637552811904687898
-1.07288360595852E-08;637552811904707952
-1.07288360595852E-08;637552811904730042
-1.07288360595852E-08;637552811904750044
-1.07288360595852E-08;637552811904769784
-1.07288360595852E-08;637552811904789720
-1.07288360595852E-08;637552811904808034
-1.07288360595852E-08;637552811904828012
-1.07288360595852E-08;637552811904847936
-1.07288360595852E-08;637552811904867942
-1.07288360595852E-08;637552811904887882
-1.07288360595852E-08;637552811904907980
-1.07288360595852E-08;637552811904930262
-1.07288360595852E-08;637552811904949632
-1.07288360595852E-08;637552811904969718
-1.07288360595852E-08;637552811904988074
-1.07288360595852E-08;637552811905007946
-1.07288360595852E-08;637552811905027936
-1.07288360595852E-08;637552811905048090
-1.07288360595852E-08;637552811905068162
-1.07288360595852E-08;637552811905087998
-1.07288360595852E-08;637552811905107982
-1.07288360595852E-08;637552811905130046
-1.07288360595852E-08;637552811905149782
-1.07288360595852E-08;637552811905169576
-1.07288360595852E-08;637552811905188036
-1.07288360595852E-08;637552811905207928
-1.07288360595852E-08;637552811905228048
-1.07288360595852E-08;637552811905247938
-1.07288360595852E-08;637552811905268142
-1.07288360595852E-08;637552811905288090
-1.07288360595852E-08;637552811905308090
-1.07288360595852E-08;637552811905330038
-1.07288360595852E-08;637552811905349850
-1.07288360595852E-08;637552811905369752
-1.07288360595852E-08;637552811905388160
-1.07288360595852E-08;637552811905408136
-1.07288360595852E-08;637552811905427812
-1.07288360595852E-08;637552811905447798
-1.07288360595852E-08;637552811905467978
-1.07288360595852E-08;637552811905487990
-1.07288360595852E-08;637552811905507994
-1.07288360595852E-08;637552811905530304
-1.07288360595852E-08;637552811905549622
-1.07288360595852E-08;637552811905569656
-1.07288360595852E-08;637552811905588120
-1.07288360595852E-08;637552811905607944
-1.07288360595852E-08;637552811905627908
-1.07288360595852E-08;637552811905648026
-1.07288360595852E-08;637552811905668044
-1.07288360595852E-08;637552811905687990
-1.07288360595852E-08;637552811905708144
-1.07288360595852E-08;637552811905730238
-1.07288360595852E-08;637552811905749592
-1.07288360595852E-08;637552811905769876
-1.07288360595852E-08;637552811905789558
-1.07288360595852E-08;637552811905807952
-1.07288360595852E-08;637552811905828092
-1.07288360595852E-08;637552811905847992
-1.07288360595852E-08;637552811905867966
-1.07288360595852E-08;637552811905887920
-1.07288360595852E-08;637552811905907984
-1.07288360595852E-08;637552811905930026
-1.07288360595852E-08;637552811905949748
-1.07288360595852E-08;637552811905969754
-1.07288360595852E-08;637552811905988070
-1.07288360595852E-08;637552811906007960
-1.07288360595852E-08;637552811906027952
-1.07288360595852E-08;637552811906047916
-1.07288360595852E-08;637552811906068158
-1.07288360595852E-08;637552811906087968
-1.07288360595852E-08;637552811906108028
-1.07288360595852E-08;637552811906130302
-1.07288360595852E-08;637552811906149624
-1.07288360595852E-08;637552811906169556
-1.07288360595852E-08;637552811906187988
-1.07288360595852E-08;637552811906207946
-1.07288360595852E-08;637552811906227850
-1.07288360595852E-08;637552811906248112
-1.07288360595852E-08;637552811906269424
-1.07288360595852E-08;637552811906288124
-1.07288360595852E-08;637552811906308174
-1.07288360595852E-08;637552811906330134
-1.07288360595852E-08;637552811906349888
-1.07288360595852E-08;637552811906369832
-1.07288360595852E-08;637552811906388124
-1.07288360595852E-08;637552811906407998
-1.07288360595852E-08;637552811906429500
-1.07288360595852E-08;637552811906447902
-1.07288360595852E-08;637552811906468056
-1.07288360595852E-08;637552811906488006
-1.07288360595852E-08;637552811906507996
-1.07288360595852E-08;637552811906530086
-1.07288360595852E-08;637552811906549802
-1.07288360595852E-08;637552811906569812
-1.07288360595852E-08;637552811906588080
-1.07288360595852E-08;637552811906607962
-1.07288360595852E-08;637552811906627872
-1.07288360595852E-08;637552811906647908
-1.07288360595852E-08;637552811906667926
-1.07288360595852E-08;637552811906687946
-1.07288360595852E-08;637552811906707968
-1.07288360595852E-08;637552811906730332
-1.07288360595852E-08;637552811906749658
-1.07288360595852E-08;637552811906769770
-1.07288360595852E-08;637552811906789472
-1.07288360595852E-08;637552811906808042
-1.07288360595852E-08;637552811906828030
-1.07288360595852E-08;637552811906848022
-1.07288360595852E-08;637552811906868038
-1.07288360595852E-08;637552811906887972
-1.07288360595852E-08;637552811906908004
-0.00777495861054543;637552811906930104
-1.07288360595852E-08;637552811906949706
-1.07288360595852E-08;637552811906969540
-1.07288360595852E-08;637552811906987974
-1.07288360595852E-08;637552811907007938
-1.07288360595852E-08;637552811907027994
-1.07288360595852E-08;637552811907047920
-1.07288360595852E-08;637552811907069420
-1.07288360595852E-08;637552811907087986
-1.07288360595852E-08;637552811907107952
-1.07288360595852E-08;637552811907130064
-1.07288360595852E-08;637552811907149744
-1.07288360595852E-08;637552811907169778
-1.07288360595852E-08;637552811907188038
-1.07288360595852E-08;637552811907207888
-1.07288360595852E-08;637552811907227862
-1.07288360595852E-08;637552811907248006
-1.07288360595852E-08;637552811907269428
-1.07288360595852E-08;637552811907289440
-1.07288360595852E-08;637552811907308170
-1.07288360595852E-08;637552811907330420
-1.07288360595852E-08;637552811907349910
-1.07288360595852E-08;637552811907369774
-1.07288360595852E-08;637552811907389430
-1.07288360595852E-08;637552811907408026
-1.07288360595852E-08;637552811907427876
-1.07288360595852E-08;637552811907449496
-1.07288360595852E-08;637552811907468138
-1.07288360595852E-08;637552811907487960
-1.07288360595852E-08;637552811907507984
-1.07288360595852E-08;637552811907530046
-1.07288360595852E-08;637552811907549738
-1.07288360595852E-08;637552811907569604
-1.07288360595852E-08;637552811907588084
-1.07288360595852E-08;637552811907607932
-1.07288360595852E-08;637552811907627988
-1.07288360595852E-08;637552811907647892
-1.07288360595852E-08;637552811907667932
-1.07288360595852E-08;637552811907687896
-1.07288360595852E-08;637552811907708116
-1.07288360595852E-08;637552811907730014
-1.07288360595852E-08;637552811907749686
-1.07288360595852E-08;637552811907769688
-1.07288360595852E-08;637552811907789502
-1.07288360595852E-08;637552811907807986
-1.07288360595852E-08;637552811907827978
-1.07288360595852E-08;637552811907847900
-1.07288360595852E-08;637552811907867952
-1.07288360595852E-08;637552811907887946
-1.07288360595852E-08;637552811907907954
-1.07288360595852E-08;637552811907930276
-1.07288360595852E-08;637552811907949672
-1.07288360595852E-08;637552811907969742
-1.07288360595852E-08;637552811907988102
-1.07288360595852E-08;637552811908007962
-1.07288360595852E-08;637552811908027854
-1.07288360595852E-08;637552811908048038
-1.07288360595852E-08;637552811908068182
-1.07288360595852E-08;637552811908088026
-1.07288360595852E-08;637552811908107944
-1.07288360595852E-08;637552811908130092
-1.07288360595852E-08;637552811908149764
-1.07288360595852E-08;637552811908169616
-1.07288360595852E-08;637552811908188076
-1.07288360595852E-08;637552811908207900
-1.07288360595852E-08;637552811908228000
-1.07288360595852E-08;637552811908247988
-1.07288360595852E-08;637552811908268136
-1.07288360595852E-08;637552811908288178
-1.07288360595852E-08;637552811908308134
-1.07288360595852E-08;637552811908330126
-1.07288360595852E-08;637552811908349828
-1.07288360595852E-08;637552811908369730
-1.07288360595852E-08;637552811908389456
-1.07288360595852E-08;637552811908408026
-1.07288360595852E-08;637552811908427946
-1.07288360595852E-08;637552811908447914
-1.07288360595852E-08;637552811908469750
